Time [Sec],Mass 24,Mass 31,Mass 43,Mass 44,Mass 47,Mass 55,Mass 63,Mass 66,Mass 88,Mass 138,Mass 208,Mass 238,Dist,adj dist
4617.432,384266.44,661210.75,15118.75,237336.39,25,48,47,60,9360.39,890.21,4,0,9053.8,10326.2
4618.439,395752.28,667619.63,15297.21,238555.31,32,36,45,42,9407.62,823.18,9,2,9055.8,10324.2
4619.446,420333.31,691528.75,15755.61,247545.59,41,46,83.02,44,9387.55,834.18,3,1,9057.7,10322.3
4620.452,448172.63,653659.88,14868.9,236963.69,25,27,22,45,9137.34,790.16,3,0,9059.7,10320.3
4621.459,437720.66,652851.06,14357.18,222767.91,24,37,43,39,8910.31,805.17,6,0,9061.7,10318.3
4622.466,433420.22,652356,14380.34,232044.38,26,41,33,52,9062.02,826.18,2,0,9063.7,10316.3
4623.473,412887.81,641686,14453.91,230406.77,39,36,51,43,9299.1,800.17,7,0,9065.6,10314.4
4624.48,445542.69,707967.5,15434.19,245160.72,24,37,137.04,44,9423.7,801.17,5,0,9067.6,10312.4
4625.487,444020.44,729548.31,15019.01,239652.25,30,35,36,46,8990.65,783.16,4,0,9069.6,10310.4
4626.493,423975.97,668741,14585.83,231421.19,32,33,38,48,9042.95,738.15,5,0,9071.6,10308.4
4627.5,396677.06,692970.81,14483.18,240942.47,32,26,39,41,8924.36,799.17,5,1,9073.5,10306.5
4628.507,393129.41,660159.94,15088.55,238116.84,15,26,77.01,38,9251.87,731.14,3,2,9075.5,10304.5
4629.514,422515.28,676982.75,15733.47,248999.45,34,34,83.01,42,9136.33,790.17,2,0,9077.5,10302.5
4630.521,415616.25,692573.75,14986.75,243208.88,22,30,76.01,44,8971.56,819.18,6,3,9079.5,10300.5
4631.528,434132.03,662611,15449.24,238953.88,28,33,41,47,9058.97,784.16,3,0,9081.4,10298.6
4632.535,396220.19,667723.25,15321.26,243706.53,19,25,33,35,8873.13,861.2,3,0,9083.4,10296.6
4633.541,445808.5,657229.25,14877.96,243157.7,32,28,47,57,8958.52,845.19,6,0,9085.4,10294.6
4634.548,398104.63,675870.44,15088.52,240736.39,16,31,44,37,9188.57,852.19,6,1,9087.3,10292.7
4635.555,406383.66,681502.44,15644.77,248232.47,19,36,37,44,9471.92,818.18,6,1,9089.3,10290.7
4636.562,398550.91,686614.75,15984.44,248443.31,27,34,44,55,9361.4,861.2,9,0,9091.3,10288.7
4637.569,398169.44,677423.88,15233.61,242049.72,20,25,43,33,9112.23,917.22,6,2,9093.3,10286.7
4638.576,408172.94,655112.56,15608.49,245600.91,23,37,40,41,9318.22,828.18,9,0,9095.2,10284.8
4639.583,399666.47,712242,15913.87,251092.88,25,50,76.01,63.01,9543.3,910.22,7,2,9097.2,10282.8
4640.589,411143.81,696662.38,16064.04,254304.91,24,18,46,36,9603.59,888.21,3,2,9099.2,10280.8
4641.596,423816.75,733495.38,16496.54,258815.75,29,35,59,57,9798.53,912.22,2,1,9101.2,10278.8
4642.603,400624.38,685977.19,15805.02,247355.61,16,26,33,48,9474.94,822.18,3,1,9103.1,10276.9
4643.61,377866.63,657058,15083.56,240179.63,29,34,33,46,9806.58,855.19,2,0,9105.1,10274.9
4644.617,386387.66,658830,15022.04,235624.41,21,27,66.01,47,9704.06,832.18,5,0,9107.1,10272.9
4645.624,414722.38,656613.81,15021.02,241704.91,21,33,49,41,10191.53,851.19,5,0,9109.1,10270.9
4646.631,402105.81,717154.13,16062.04,255264.09,22,34,51,66.01,10716.33,859.19,10,0,9111.0,10269.0
4647.637,422870.75,704739.88,15706.23,248894.98,20,31,30,69.01,10523.29,812.18,3,0,9113.0,10267.0
4648.644,402647.06,665113.31,14795.36,237792.63,24,41,47,42,9897.02,862.2,6,0,9115.0,10265.0
4649.651,393350.94,642526.5,15174.16,236762.66,30,23,44,39,9874.92,787.16,4,0,9117.0,10263.0
4650.658,379703,639537.38,14804.41,231067.75,23,34,57,42,10213.65,806.17,5,0,9118.9,10261.1
4651.665,409827.63,659219.56,15269.95,239258.56,24,38,54,64.01,10795.76,875.2,6,5,9120.9,10259.1
4652.672,423419.16,683048.13,15810.03,249802.66,17,28,53,54,10630.87,850.19,1,0,9122.9,10257.1
4653.678,425219.13,673491.75,15047.23,238648.25,30,32,50,44,10402.64,868.2,4,2,9124.9,10255.1
4654.685,408536.88,653553.81,14826.58,234415.81,20,33,36,55,10140.33,803.17,6,1,9126.8,10253.2
4655.692,387125.88,645262.5,14626.14,243043.19,30,43,70.01,60,10529.33,870.2,4,0,9128.8,10251.2
4656.699,425170.13,656997,15150,238427.5,26,39,68.01,39,10817.9,981.25,8,9,9130.8,10249.2
4657.706,430567.66,691274.38,15573.19,252223.81,41.01,31,39,45,11327.77,944.24,8,2,9132.8,10247.2
4658.713,461346.72,697466.94,15441.25,247990.33,24,31,68.01,53,10887.28,900.21,9,1,9134.7,10245.3
4659.72,425679.84,702494.25,15457.37,239275.58,42.01,35,75.01,49,11098.46,875.2,5,1,9136.7,10243.3
4660.726,425446.75,685252.19,15238.66,237705.61,19,38,32,53,10815.87,829.18,2,1,9138.7,10241.3
4661.733,445961.91,665436,15204.41,238980.63,32,42,60,45,10990.9,954.24,4,1,9140.7,10239.3
4662.74,432323.13,671488.19,15385.82,243775.14,26,45,53,48,10713.34,915.22,2,1,9142.6,10237.4
4663.747,435074.13,678190.06,15564.21,247370.42,26,37,132.05,59,11284.53,896.21,1,2,9144.6,10235.4
4664.754,436814.44,695168,15490.56,245119.69,14,33,105.02,51,10440.86,839.19,2,2,9146.6,10233.4
4665.761,418305.31,694842.69,15251.75,238122.34,26,17,21,52,10734.48,879.21,8,0,9148.6,10231.4
4666.768,409961.09,655725.13,15183.26,239720.38,26,25,91.01,108.02,10425.77,856.19,3,3,9150.5,10229.5
4667.774,434301.06,671887.25,15578.29,253579.53,26,42,51,70.01,10867.18,921.22,3,1,9152.5,10227.5
4668.781,434572.09,692435.88,15694.15,251638.56,31,55.01,49,61.01,11168.86,935.23,11,0,9154.5,10225.5
4669.788,431564.69,718363.75,15249.78,241055.34,35,22,71.01,45,10229.73,847.19,4,1,9156.4,10223.6
4670.795,415564.5,685129.19,14840.68,232004.97,22,33,32,37,10309.16,804.17,7,0,9158.4,10221.6
4671.802,373450.78,664797.44,14642.24,234174.22,19,27,50,43,9974.42,820.18,7,2,9160.4,10219.6
4672.809,392540.94,662247.19,14561.67,230508.47,28,19,53,37,9977.44,810.17,2,1,9162.4,10217.6
4673.816,401261.31,666987.13,14930.34,246065.16,19,37,63.01,50,10726.4,915.22,6,2,9164.3,10215.7
4674.822,428380.63,701415.19,15739.57,247657.52,53.01,33,49,60,10504.2,883.21,4,2,9166.3,10213.7
4675.829,412155.13,686893.19,15481.52,244482.59,34,29,57,29,10173.44,849.19,5,1,9168.3,10211.7
4676.836,393619.56,659417.63,15162.07,235637.31,23,30,65.01,42,10077.96,835.18,10,2,9170.3,10209.7
4677.843,406455.09,669403.94,15334.37,244191.56,23,46,44,46,10047.79,780.16,7,2,9172.2,10207.8
4678.85,403681.25,668950.13,15429.14,244239.16,25,39,72.01,51,9991.5,843.19,5,4,9174.2,10205.8
4679.857,399770.31,699117.19,15746.55,246985.63,31,34,44,63.01,10061.86,835.18,8,1,9176.2,10203.8
4680.863,425149.81,713341.56,16021.7,250912.53,31,33,65.01,46,9833.73,795.17,2,0,9178.2,10201.8
4681.87,438253.19,687656.5,14884,242397.78,26,22,57,53,9231.79,767.16,7,0,9180.1,10199.9
4682.877,418963.69,664251.63,14896.08,232492.92,25,31,61.01,50,9141.36,733.14,7,1,9182.1,10197.9
4683.884,402315.69,654335,14641.26,230773.56,18,34,37,33,8731.49,668.12,7,0,9184.1,10195.9
4684.891,389481.81,659143.94,14563.71,229967.48,27,26,61,46,9115.24,734.14,10,1,9186.1,10193.9
4685.898,408024.38,675424.25,15654.85,245430.84,25,36,52,45,9068.03,711.13,5,3,9188.0,10192.0
4686.905,392161.84,722719,15076.51,249047.69,33,35,64.01,50,9552.31,744.15,7,0,9190.0,10190.0
4687.911,472374.38,693867.94,14978.7,245778.73,35,22,33,47,8984.62,679.12,7,1,9192.0,10188.0
4688.918,408253.97,669723.31,14595.9,240404.33,26,23,25,43,8998.7,670.12,13,3,9194.0,10186.0
4689.925,413329.88,671331.19,14898.09,239017.88,21,38,24,48,8897.23,637.11,1,0,9195.9,10184.1
4690.932,397513.94,658783.13,15422.07,248553.75,25,32,121.03,56,8843.99,695.13,6,0,9197.9,10182.1
4691.939,413280.75,685759.38,15790.92,244736.34,26,43,48,49,9138.35,659.12,4,1,9199.9,10180.1
4692.946,483997.5,685467.63,15502.75,241461.64,26,37,34,69.01,8908.29,688.13,4,1,9201.9,10178.1
4693.953,404192.81,685616.06,15761.69,250380.39,26,26,41,41,8905.27,659.11,4,2,9203.8,10176.2
4694.959,418040.31,674090.56,15020.05,236956.06,20,42,62.01,50,8340.79,648.11,3,0,9205.8,10174.2
4695.966,403628.25,655111.06,14798.39,232331.95,17,26,32,36,8660.18,543.08,5,4,9207.8,10172.2
4696.973,413238.16,643232.81,15021.01,238873.94,17,26,43,40,8574.79,637.11,2,2,9209.8,10170.2
4697.98,399806.13,639046,14785.27,239711.06,27,28,65.01,44,8675.24,685.12,9,2,9211.7,10168.3
4698.987,399785.38,684973.63,15266.87,245205.89,35,29,72.01,57,8851.02,694.13,8,2,9213.7,10166.3
4699.994,427685.31,707611.38,15393.85,244630.84,23,37,57,54,8960.55,642.11,4,1,9215.7,10164.3
4701.001,423901.38,693953.19,15657.89,245289.58,23,40,52,41,8601.92,628.1,3,0,9217.6,10162.4
4702.007,424413.25,663509.44,14853.78,240590.5,33,31,43,39,8403.05,588.09,5,0,9219.6,10160.4
4703.014,413593.59,686107.88,15007.92,237027.28,24,33,38,41,8675.23,603.1,6,1,9221.6,10158.4
4704.021,388018.13,644546.75,15048.31,237640.72,23,30,35,43,8581.82,601.1,7,0,9223.6,10156.4
4705.028,406585.13,667374.25,15090.58,242603.27,36,31,35,36,8642.11,570.09,4,3,9225.5,10154.5
4706.035,400982.13,686777.88,15917.93,246161.33,30,33,57,42,9370.45,600.1,2,1,9227.5,10152.5
4707.042,441884.25,692343.81,15561.21,246537.38,31,36,53,24,9066,613.1,5,0,9229.5,10150.5
4708.048,423876,655363.38,15033.1,230943.45,26,36,30,36,8474.35,582.09,8,0,9231.5,10148.5
4709.055,401842.91,662750.06,14652.3,230354.16,23,30,26,50,8461.32,527.07,6,2,9233.4,10146.6
4710.062,408083.03,655538.56,15161.1,235698.38,27,34,33,54,8619,569.09,5,1,9235.4,10144.6
4711.069,414812.28,656906.88,14937.4,234028.17,21,26,40,39,8814.87,607.1,5,1,9237.4,10142.6
4712.076,417411.44,668086.19,14466.96,240841.27,39,45,67.01,49,9206.66,584.09,2,2,9239.4,10140.6
4713.083,419334.88,675039.13,14610.03,230090.19,27,29,68.01,44,8607.95,598.09,6,0,9241.3,10138.7
4714.09,400056.94,661421,14531.42,233271.73,19,32,45,34,8812.88,632.11,9,0,9243.3,10136.7
4715.096,397019.44,650403.88,14707.71,235003.09,27,28,55.01,35,8584.87,541.08,4,0,9245.3,10134.7
4716.103,396275.78,645526.75,14534.45,230612.13,31,24,51,44,8434.18,601.1,4,0,9247.3,10132.7
4717.11,379256.38,651142.75,14960.56,231106.28,27,31,62.01,35,8981.61,591.09,4,0,9249.2,10130.8
4718.117,388589.19,673229.75,15182.25,238597.97,35,40,50,60,9345.32,724.14,5,2,9251.2,10128.8
4719.124,400852.81,662440.94,15529.9,245980.91,32,45,155.05,47,9911.15,711.13,5,1,9253.2,10126.8
4720.131,420390.25,684821.69,16079.18,252808.66,19,52,44,49,9649.79,688.13,2,2,9255.2,10124.8
4721.138,402668.5,690677,15747.59,249031.72,25,21,47,37,9737.22,702.13,10,1,9257.1,10122.9
4722.144,407396.47,685124.13,15434.12,237808.03,22,31,28,51,9393.56,655.12,4,1,9259.1,10120.9
4723.151,397400.06,647427.38,15025.05,234283.13,35,39,43,38,9198.64,702.13,16,2,9261.1,10118.9
4724.158,409859.69,668770.75,15397.85,241772.31,28,36,48,62.01,9559.46,707.13,4,0,9263.1,10116.9
4725.165,393375.59,680236.5,15875.58,247708.84,26,29,116.03,33,9624.72,760.15,9,1,9265.0,10115.0
4726.172,409456.5,658734.5,15466.41,247230.53,28,44,60,54,10120.19,838.19,3,1,9267.0,10113.0
4727.179,428722.81,700453.63,15634.7,247541.3,26,40,39,52,9675.95,751.15,3,0,9269.0,10111.0
4728.186,399580.88,687545.25,15434.13,240497,16,27,32,61.01,9539.25,795.17,3,0,9271.0,10109.0
4729.192,390402.16,657922.56,14748.07,237500.84,23,38,47,48,9862.87,822.18,4,2,9272.9,10107.1
4730.199,386309.28,669192.75,14953.51,238246.66,27,31,40,31,9604.57,766.16,12,4,9274.9,10105.1
4731.206,402868.19,667887.38,14696.74,246782.19,22,35,51,36,10207.61,751.15,3,1,9276.9,10103.1
4732.213,423165.06,668282.81,14919.26,238627.88,25,35,60,40,10604.74,894.21,6,3,9278.8,10101.2
4733.22,415891.88,717277.25,15265.85,245370.98,18,40,35,38,10323.23,888.21,10,3,9280.8,10099.2
4734.227,398195.69,690595.31,15197.33,240896.16,32,23,48,43,10189.52,846.19,5,2,9282.8,10097.2
4735.233,401509.47,650205.69,14672.45,228417.47,187.21,32,32,47,10083.98,806.17,4,1,9284.8,10095.2
4736.24,404456.56,641284.63,14874.96,233853.34,24,27,46,36,10664.08,812.17,5,0,9286.7,10093.3
4737.247,391034.81,666812.75,15254.79,239036.38,20,33,53,38,10495.15,869.2,3,0,9288.7,10091.3
4738.254,385181.16,651617.38,15449.29,248857.28,23,42,52,43,10914.42,929.23,3,1,9290.7,10089.3
4739.261,420069.69,672640.69,15650.8,247671.53,22,42,41,54,11350.95,953.24,6,2,9292.7,10087.3
4740.268,413756,696368.5,15326.3,244913.53,36,25,100.02,49,10935.56,933.23,7,3,9294.6,10085.4
4741.275,391904.31,687592.88,14923.31,245683.59,23,22,40,43,11270.44,918.22,6,1,9296.6,10083.4
4742.281,404767.66,667179.19,15284.05,239128.31,31,19,80.01,59,11128.64,914.22,3,0,9298.6,10081.4
4743.288,394724.41,660810.19,15082.47,240284.06,32,15,45,73.01,11177.96,899.21,7,2,9300.6,10079.4
4744.295,392967.63,683005.69,15158.04,246309.41,24,25,76.01,63.01,11567.17,933.23,5,2,9302.5,10077.5
4745.302,402564.06,717186.25,15639.76,249221,27,33,57,45,12492.84,959.24,2,3,9304.5,10075.5
4746.309,401034.19,685048.06,15867.49,249711.61,30,27,40,47,12384.22,930.23,8,2,9306.5,10073.5
4747.316,412079.88,677247.38,15165.11,246254.75,39,28,30,45,12153.78,910.22,2,0,9308.5,10071.5
4748.323,390193.66,663170.75,15553.04,240235.75,29,30,45,48,11763.34,803.17,2,2,9310.4,10069.6
4749.329,408519,651428.38,14700.67,242895.13,23,35,47,64.01,12664.95,883.21,6,1,9312.4,10067.6
4750.336,384044.22,665252.88,15442.21,246413.44,21,32,49,61,12730.37,924.23,3,0,9314.4,10065.6
4751.343,412325.28,671425.19,15878.57,244378.39,17,40,52,45,12922.63,883.21,7,1,9316.4,10063.6
4752.35,441961.47,680984.38,15743.54,245742.81,39,28,38,73.01,13282.02,849.19,0,0,9318.3,10061.7
4753.357,431669,691815.69,15510.84,244762.31,31,26,69.01,45,13413.92,971.25,7,2,9320.3,10059.7
4754.364,430031.56,703347.5,15686.08,252159.58,34,36,41,43,13590.14,974.25,3,1,9322.3,10057.7
4755.371,426701.69,687855.75,14788.29,248908.22,30,26,33,51,13199.54,943.24,4,0,9324.3,10055.7
4756.377,415308.38,676101.81,15413.98,240359.25,33,36,53,55,13300.15,872.2,6,1,9326.2,10053.8
4757.384,419885.56,699350.31,15748.55,248172.13,38,31,57,57,13801.74,920.22,5,0,9328.2,10051.8
4758.391,406002.41,703502.75,16364.49,258455.69,18,41,82.01,75.01,14580.25,1059.3,5,2,9330.2,10049.8
4759.398,414007.81,709286.06,16062.04,261312.06,26,29,37,38,14451.3,946.24,6,0,9332.2,10047.8
4760.405,396486.94,682576.94,15290.05,245860.63,27,20,33,75.01,13818.76,973.25,1,2,9334.1,10045.9
4761.412,395041.63,660699.19,15066.38,236159.66,18,26,65.01,57,13472.33,921.22,5,0,9336.1,10043.9
4762.419,403114.81,654512.38,14873.93,231273.66,23,26,26,54,13448.16,841.19,5,0,9338.1,10041.9
4763.425,401141.88,648283.25,14789.3,237134.97,24,33,37,57,13486.43,927.23,10,1,9340.0,10040.0
4764.432,399654.53,643390.19,14909.18,233906.88,20,35,125.02,60,14105.89,991.26,2,2,9342.0,10038.0
4765.439,425925.25,660393.75,15464.37,247195.03,27,39,46,42,14332.43,954.24,7,1,9344.0,10036.0
4766.446,426272.19,671597,15594.37,243479.56,21,29,49,56,14092.69,933.23,4,0,9346.0,10034.0
4767.453,406632.5,654768,15614.55,240817.59,29,30,52,47,13917.42,890.21,4,0,9347.9,10032.1
4768.46,408614.25,655666.63,14675.47,229772.38,25,28,25,56,13426.01,872.2,6,1,9349.9,10030.1
4769.466,443414.56,652856.88,14292.76,231045.31,24,38,53,40,13591.17,965.25,4,2,9351.9,10028.1
4770.473,424069.63,646658.06,14604.95,230854.42,20,38,48,31,13443.14,893.21,5,1,9353.9,10026.1
4771.48,425889.13,669728.75,14838.67,238890.64,29,26,58,50,13950.67,1046.29,4,0,9355.8,10024.2
4772.487,416682.81,678442.56,15773.76,242174.59,12,46,51,67.01,14727.34,954.24,6,5,9357.8,10022.2
4773.494,422655.75,692841.25,15548,238994.75,22,33,42,42,14044.37,964.25,5,1,9359.8,10020.2
4774.501,450077.69,667889.38,14947.48,241194.09,21,28,31,62.01,13696.88,930.23,4,0,9361.8,10018.2
4775.508,408394.44,657067.94,14330.04,234535.25,17,32,37,39,13336.46,861.2,1,1,9363.7,10016.3
4776.514,403493.66,643566.88,14246.43,233491.09,22,23,42,59,13381.72,921.23,3,2,9365.7,10014.3
4777.521,396470.56,656337.94,14985.77,231164.34,25,39,52,49,13001.15,885.21,4,0,9367.7,10012.3
4778.528,398768.19,674907.75,14631.15,227713.73,18,22,65.01,51,13409.9,960.24,5,3,9369.7,10010.3
4779.535,436429.38,702322.63,16220.31,240136.72,22,35,39,51,13288.07,1003.27,1,2,9371.6,10008.4
4780.542,430749.63,673317.38,15213.47,248245.19,30,60.01,73.01,47,13220.62,990.26,5,2,9373.6,10006.4
4781.549,430077.22,683746.5,14846.73,242406.53,20,26,24,40,12158.74,966.25,5,0,9375.6,10004.4
4782.556,395078,656047.75,14758.09,231095.41,32,41,27,62.01,12235.23,946.24,2,0,9377.6,10002.4
4783.562,394021.75,648463.13,14858.86,236650.02,44.01,39,43,53,11927.35,910.22,3,0,9379.5,10000.5
4784.569,393572.75,661561.69,14949.48,238925.17,59.01,28,60,63.01,12510.99,960.25,7,2,9381.5,9998.5
4785.576,392665.5,688248.13,15474.48,246601.34,29,40,32,43,12375.11,912.22,8,1,9383.5,9996.5
4786.583,404251.38,684967.19,15414.01,242863.31,21,29,91.01,51,12342.9,962.25,4,2,9385.5,9994.5
4787.59,419312.03,693802.44,15220.51,239404.44,32,35,27,49,11977.66,936.23,2,0,9387.4,9992.6
4788.597,411193.25,697000.06,14921.27,244299.81,32,25,20,46,11680.85,858.2,8,1,9389.4,9990.6
4789.604,389385.56,679350.25,14963.61,238324.69,35,24,59.01,34,11344.88,789.16,1,1,9391.4,9988.6
4790.61,376951,639213.5,14320.93,237660.05,15,39,30,46,11518.92,823.18,5,0,9393.4,9986.6
4791.617,402662.44,679379.13,14820.54,238624.73,19,31,90.01,71.01,11839.79,863.2,2,1,9395.3,9984.7
4792.624,474654,705453.38,15239.67,240035.84,17,48,41,40,11862.94,785.16,3,2,9397.3,9982.7
4793.631,415429.75,680696.13,15755.66,244335.28,32,42,37,49,11598.39,780.16,4,0,9399.3,9980.7
4794.638,401498.94,653387.63,14944.47,237568.16,26,35,59,48,11290.56,793.17,2,0,9401.3,9978.7
4795.645,378322.13,681561.06,14638.2,232579.84,18,31,43,45,11189.98,753.15,7,1,9403.2,9976.8
4796.651,438824.63,633511.13,15112.69,235556.55,23,27,39,43,11235.28,785.16,1,1,9405.2,9974.8
4797.658,394993.63,636180.44,15347.46,241190.78,14,30,76.01,44,11765.4,790.17,12,1,9407.2,9972.8
4798.665,406599.31,661804.13,14952.62,243019.03,24,21,62.01,44,11557.1,744.15,4,2,9409.1,9970.9
4799.672,484304.25,703707,15916.9,254322.75,27,32,42,42,12161.81,754.15,3,0,9411.1,9968.9
4800.679,402128.56,680927.88,15361.57,238044.5,20,27,22,41,11372.06,748.15,6,0,9413.1,9966.9
4801.686,389287.75,647113.5,14944.45,231819.02,29,30,36,43,11076.35,709.13,2,0,9415.1,9964.9
4802.693,402322.69,661270.63,15138.9,238920.89,34,39,39,35,11156.83,726.14,5,0,9417.0,9963.0
4803.699,362442,653944.38,14918.25,241107.73,21,33,45,43,10960.68,717.14,15,1,9419.0,9961.0
4804.706,392738.13,711361.06,15607.47,246674.23,30,40,69.01,62.01,11529.94,841.19,3,1,9421.0,9959.0
4805.713,428015.25,675332.88,15175.2,241334.72,23,54,54,63.01,11740.2,774.16,4,1,9423.0,9957.0
4806.72,380432.03,647259.06,14831.61,232714.22,20,26,46,51,11536.99,715.14,6,2,9424.9,9955.1
4807.727,378313.13,642530.63,14776.22,231329.53,14,22,75.01,41,11431.4,701.13,6,0,9426.9,9953.1
4808.734,397097.5,687682.5,15255.77,240611.44,47.01,36,47,67.01,11709.02,749.15,10,0,9428.9,9951.1
4809.741,392033.44,663806.13,15072.4,238238.72,32,33,48,42,11746.22,806.17,6,0,9430.9,9949.1
4810.747,418596.44,676707.56,14781.27,234984.52,19,33,40,51,11811.63,755.15,7,0,9432.8,9947.2
4811.754,423709,681051.25,15307.2,248736.94,22,40,84.01,72.01,12275.48,828.18,6,3,9434.8,9945.2
4812.761,425680.44,704581.69,15919.93,244042.52,47.01,28,45,45,11350.91,726.14,7,4,9436.8,9943.2
4813.768,398182.97,705442.13,14735.99,243044.66,39,21,26,49,11709.01,662.12,6,0,9438.8,9941.2
4814.775,398028.25,647670.38,14573.75,235215.88,23,35,45,38,11294.58,677.12,5,1,9440.7,9939.3
4815.782,398074.84,634786.69,14679.5,228831.53,21,25,47,47,11049.19,671.12,5,1,9442.7,9937.3
4816.789,383594.41,625492,14378.33,232143.22,12,40,53,47,11393.19,726.14,6,3,9444.7,9935.3
4817.795,376578.53,641132.25,14529.44,232639.22,26,25,42,45,11522.91,729.14,6,1,9446.7,9933.3
4818.802,419030,666543.5,15020.01,245182.69,21,27,74.01,42,11653.68,712.13,13,0,9448.6,9931.4
4819.809,396642.63,671577.75,15241.69,241994.33,26,38,50,59,11892.11,790.17,5,2,9450.6,9929.4
4820.816,404203.19,660856,15655.85,250053.91,25,46,49,51,12065.21,774.16,4,2,9452.6,9927.4
4821.823,425147.97,663391.88,15146.98,248987.53,27,41,55,49,12053.09,666.12,3,2,9454.6,9925.4
4822.83,447107.69,648831.19,14640.22,231629.91,30,26,27,53,11393.15,694.13,0,3,9456.5,9923.5
4823.836,414160.88,627640,14014.77,218696.47,29,20,39,48,11329.78,736.14,4,1,9458.5,9921.5
4824.843,417073.81,644785,14696.64,230336.64,17,24,64.01,38,11529.99,731.14,5,1,9460.5,9919.5
4825.85,416922.44,654710,14676.48,233141.75,27,29,50,52,11235.26,740.15,1,3,9462.5,9917.5
4826.857,424189.19,648310.19,14983.74,244471.73,20,26,50,60,11954.5,793.17,6,2,9464.4,9915.6
4827.864,428723,663814,15270.9,241055.75,29,37,29,55,11690.92,790.16,5,0,9466.4,9913.6
4828.871,440200.25,649990.69,14584.83,230201.19,23,29,36,41,11378.06,779.16,3,0,9468.4,9911.6
4829.878,406045.66,656717.38,14735.94,233910.59,23,32,34,55,11287.53,755.15,6,0,9470.3,9909.7
4830.884,402372.28,643036,14675.5,235785.22,31,36,46,50,11698.95,756.15,9,0,9472.3,9907.7
4831.891,412363.81,660634.19,15500.73,246917.78,19,36,60,59,11775.43,736.14,5,1,9474.3,9905.7
4832.898,404259.56,709444.13,15501.68,246825.39,25,65.01,44,57,12674.01,764.15,3,0,9476.3,9903.7
4833.905,424398.16,714490.5,15295.11,249047.13,26,26,32,46,12428.43,823.18,1,0,9478.2,9901.8
4834.912,385919.75,661480.88,15025.04,241751.13,25,31,32,46,11742.22,809.17,3,0,9480.2,9899.8
4835.919,404354.44,641205.75,14382.36,230308.73,27,40,39,26,11929.39,788.16,5,1,9482.2,9897.8
4836.926,395322.69,636887.88,14420.63,233159.27,25,25,38,52,12113.49,761.15,10,1,9484.2,9895.8
4837.932,383960.31,666174.38,15478.52,242086.13,28,30,51,74.01,12722.37,808.17,5,1,9486.1,9893.9
4838.939,413678.28,690047.44,16145.71,248433,29,28,53,45,12871.31,877.2,5,3,9488.1,9891.9
4839.946,427475.06,691624.44,15333.37,243834.69,28,29,37,69.01,13067.62,809.17,2,0,9490.1,9889.9
4840.953,408148.47,657778.25,15189.31,234658.25,20,26,27,40,12296.62,773.16,6,0,9492.1,9887.9
4841.96,406677.63,668289.44,14746.04,234374.44,14,36,23,46,12221.13,801.17,7,0,9494.0,9886.0
4842.967,374421.34,643931.13,14871.91,232595.75,28,33,27,48,12385.17,761.15,6,0,9496.0,9884.0
4843.974,399685,644450.25,14904.17,234068.48,30,38,57,57,12287.59,754.15,3,2,9498.0,9882.0
4844.98,390933.31,647223.13,15221.54,243076.53,27,41,69.01,57,12707.22,795.17,10,1,9500.0,9880.0
4845.987,404598.69,677184.38,15375.71,244283.2,13,32,63.01,59,12773.69,786.16,3,0,9501.9,9878.1
4846.994,442256.19,659505,15025.05,235368.16,33,35,51,46,12368.08,773.16,2,0,9503.9,9876.1
4848.001,374091.84,646001.13,15038.19,240630.97,12,38,48,39,12299.68,829.18,1,0,9505.9,9874.1
4849.008,400212.25,647740.88,15402.91,240024,29,29,49,64.01,12698.16,794.17,8,0,9507.9,9872.1
4850.015,423038,668604.56,14886.01,233208.16,13,35,33,67.01,12299.62,735.14,5,2,9509.8,9870.2
4851.021,420472.19,640684.75,15028.06,237377.19,23,33,60.01,47,12838.09,816.18,9,0,9511.8,9868.2
4852.028,443723.44,681976.56,15692.15,246467.05,19,40,39,57,13506.57,815.18,8,0,9513.8,9866.2
4853.035,430422.63,681739.75,15346.46,231909.38,18,30,37,54,13054.5,828.18,3,2,9515.8,9864.2
4854.042,434803.06,665860.13,14764.3,230373.28,24,30,47,26,12908.59,798.17,4,0,9517.7,9862.3
4855.049,459755.97,655134.69,14798.37,226083.19,31,35,39,44,12407.31,797.17,5,1,9519.7,9860.3
4856.056,456347.56,630061.19,14534.51,228043.88,34,30,62.01,53,12501.9,786.16,4,1,9521.7,9858.3
4857.063,441881.06,645903.44,14600.96,227440.63,27,34,71.01,71.01,12520.05,763.15,13,1,9523.7,9856.3
4858.069,428902.75,667272.5,14636.21,233235.81,33,33,60,48,12603.55,823.18,6,1,9525.6,9854.4
4859.076,454854.78,687689.44,15541.95,251906.16,27,60.01,53,65.01,13405.94,904.22,7,2,9527.6,9852.4
4860.083,432871.16,678037.25,14872.91,244216.63,22,42,46,40,13207.53,793.17,6,2,9529.6,9850.4
4861.09,473558.75,710377.69,14950.52,240991.28,28,34,46,42,12756.54,829.18,6,2,9531.5,9848.5
4862.097,429577.28,686134.69,15445.32,247783.38,17,20,36,54,12484.79,789.17,5,0,9533.5,9846.5
4863.104,434300.56,682909.38,15260.83,240291.84,19,31,28,52,11888.12,663.12,1,1,9535.5,9844.5
4864.111,404802.44,668175.5,15005.9,236290.45,39,32,109.02,52,12342.91,781.16,14,1,9537.5,9842.5
